Program,Control Model,Product Area,Part Number,Part Description,Program Quantity of parts,Updated By,Reason for update,Ref Quantity,Supplier Info,Fgrp,Pos
V536,2,ART BODY CONTROL AND ROAD CONTACT,32269491.0,BRACKET CONTROL UNIT SUM,1.0,SVENBRAN,21w41: Agreed/contracted,0.0,,3673,010
V536,2,ART BODY CONTROL AND ROAD CONTACT,,SPRING SEAT OUTER,0.0,SYSTEM,Price imported from SI+/epic,2.0,D8NLK,null,null
V536,2,ART BODY CONTROL AND ROAD CONTACT,30624372.0,"FLANGE SCREW M6*25*28,3 MATHREAD",2.0,SYSTEM,Price Imported from SI+/Epic,0.0,AEKIF,3673,060
V536,2,ART BODY CONTROL AND ROAD CONTACT,,FLANGE SCREW M10*45 MATHREAD,0.0,SYSTEM,Price Imported from SI+/Epic,8.0,D3E8A,null,null
V536,2,ART BODY CONTROL AND ROAD CONTACT,30746518.0,SEMS SCREW M14*150,4.0,SYSTEM,Price Imported from SI+/Epic,0.0,AEKIF,6500,031
V536,2,ART BODY CONTROL AND ROAD CONTACT,32315486.0,CAP CABLE GUIDE LH,1.0,KGANESH,VPC-88179,0.0,AEWAE,7210,020
V536,2,ART BODY CONTROL AND ROAD CONTACT,32315762.0,SUBFRAME FRONT,1.0,MNORDEL2,Cost maturity update no cost change,0.0,AETUC,6126,010
V536,2,ART BODY CONTROL AND ROAD CONTACT,32370048.0,SUBFRAME REAR CPL,1.0,MULLMAN2,Approved VPC85706 ARB fastener boss change,0.0,AECQR,6500,031
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293030.0,"C-PILLAR PANEL,CHARCOAL LH LOWER",1.0,EJOHAN35,VPC83791 US,0.0,AEU57,8512,050
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293031.0,"C-PILLAR PANEL,CHARCOAL RH LOWER",1.0,EJOHAN35,VPC83791 US,0.0,AEU57,8512,050
V536,2,ART INTERIOR TRIM AND SYSTEMS,39842088.0,"TOP COVER,CHARCOAL SOLID",4.0,SYSTEM,Price imported from SI+/epic,0.0,BQ9CC,8844,010
V536,2,ART INTERIOR TRIM AND SYSTEMS,1379804.0,"PLASTIC NUT ST4,8",4.0,SYSTEM,Price imported from SI+/epic,2.0,BQ1LA,8553,140
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293032.0,"D-PILLAR PANEL,CHARCOAL LH UPPER",1.0,CWILDERO,VPC79126 - ATM/DCM W40 Vega,0.0,AEH47,8512,060
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293153.0,TRUNK FLOOR SUPPORT LH,1.0,AGHEISAR,ATM log 22w28-VPC88061-Modification of Rear Loadfloor support to improve the re,0.0,AEH47,8556,010
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293033.0,"D-PILLAR PANEL,CHARCOAL RH UPPER",1.0,CWILDERO,VPC79126 - ATM/DCM W40 Vega,0.0,AEH47,8512,060
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293154.0,TRUNK FLOOR SUPPORT RH,1.0,AGHEISAR,ATM log 22w28-VPC88061-Modification of Rear Loadfloor support to improve the re,0.0,AEH47,8556,010
V536,2,ART INTERIOR TRIM AND SYSTEMS,32310014.0,BRACKET LOAD RETENTION EYE RH,1.0,OANDER23,Price imported from program,0.0,,8844,010
V536,2,ART INTERIOR TRIM AND SYSTEMS,,SEMS NUT M6*10,0.0,SYSTEM,Price imported from SI+/epic,6.0,D07FF,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32366617.0,ABSORBER LAMP LUGGAGE,2.0,MCAMBRA1,VPC82668 answer,0.0,,8994,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293036.0,"D-PILLAR PANEL,CHARCOAL LH LOWER",1.0,HTENGBLA,VPC85697 - Batman 2.0 clips DCM/ATM 22w49,0.0,AEU57,8512,060
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293037.0,"D-PILLAR PANEL,CHARCOAL RH LOWER",1.0,HTENGBLA,VPC85697 - Batman 2.0 clips DCM/ATM 22w49,0.0,AEU57,8512,060
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293038.0,"SILL MOULDING,CHARCOAL LH FRONT",1.0,EJOHAN35,VPC83791 US,0.0,AEU57,8552,200
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293039.0,"SILL MOULDING,CHARCOAL RH FRONT",1.0,EJOHAN35,VPC83791 US,0.0,AEU57,8552,200
V536,2,ART INTERIOR TRIM AND SYSTEMS,32289058.0,"SUPPORT BEARING,CHARCOAL",2.0,DSTROMNE,Missing in Maxbom,0.0,K4STA,8822,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32332728.0,PLASTIC SUPPORT CARPET,1.0,MCAMBRA1,"VPC77982, changed to the correct weight value",0.0,,8552,210
V536,2,ART INTERIOR TRIM AND SYSTEMS,31109324.0,CLIP 9X12,4.0,HTENGBLA,MaxBom first publish,0.0,BQ1LA,8512,050
V536,2,ART INTERIOR TRIM AND SYSTEMS,31109323.0,RETAINER 7X10,2.0,SKARLS48,MaxBom first publish,0.0,BQ1LA,8552,205
V536,2,ART INTERIOR TRIM AND SYSTEMS,32241704.0,ABSORBER REAR FLOOR OUTER RH,2.0,MCAMBRA1,VPC79531 21w49,0.0,,8994,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32241703.0,ABSORBER REAR FLOOR OUTER LH,1.0,TEDSTROM,21w38 MaxBom mass update,0.0,,8994,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,,ABSORBER B-PILLAR,0.0,SYSTEM,Price imported from SI+/epic,2.0,CGLKA,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32262805.0,"FLOOR CARPET,CHARCOAL REAR",1.0,MCAMBRA1,VPC85832 - Recycled Material upcost due to raw material increase,0.0,AERVU,8552,110
V536,2,ART INTERIOR TRIM AND SYSTEMS,32352046.0,LIGHT GUIDE RH REAR,1.0,HRONNING,Qop Signed,0.0,,3540,098
V536,2,ART INTERIOR TRIM AND SYSTEMS,31109322.0,RETAINER 9X12,2.0,SKARLS48,MaxBom first publish,0.0,BQ1LA,8552,205
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293040.0,"SILL MOULDING,CHARCOAL REAR LH",1.0,EJOHAN35,VPC83791 US,0.0,AEU57,8552,205
V536,2,ART INTERIOR TRIM AND SYSTEMS,32296255.0,"INLAY CARPET,CHARCOAL REAR 3RD ROW",1.0,MCAMBRA1,22w19 VPC79844 FDJ,0.0,,8552,170
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293020.0,"A-PILLAR PANEL,CHARCOAL LH UPPER",1.0,EJOHAN35,VPC83791 US,0.0,AEU57,8512,030
V536,2,ART INTERIOR TRIM AND SYSTEMS,32357510.0,"LID,CHARCOAL TROSKELSKONING H FRAM",1.0,SKARLS48,MaxBom first publish,0.0,,8552,200
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293021.0,"A-PILLAR PANEL,CHARCOAL RH UPPER",1.0,EJOHAN35,VPC83791 US,0.0,AEU57,8512,030
V536,2,ART INTERIOR TRIM AND SYSTEMS,32289060.0,"TOP COVER,CHARCOAL SOLID",2.0,DSTROMNE,Price imported from program,0.0,K4STA,8822,151
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293022.0,"A-PILLAR PANEL,CHARCOAL LH LOWER",1.0,EJOHAN35,VPC83791 US,0.0,AEU57,8512,030
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293023.0,"A-PILLAR PANEL,CHARCOAL RH LOWER",1.0,EJOHAN35,VPC83791 US,0.0,AEU57,8512,030
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293024.0,"B-PILLAR PANEL,CHARCOAL LH UPPER",1.0,EJOHAN35,VPC83791 US,0.0,BPTQA,8512,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293025.0,"B-PILLAR PANEL,CHARCOAL RH UPPER",1.0,EJOHAN35,VPC83791 US,0.0,AEU57,8512,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32296532.0,SECONDARY BOOTLOADER OHC,1.0,,,0.0,,3540,031
V536,2,ART INTERIOR TRIM AND SYSTEMS,,SECONDARY BOOTLOADER OHC,0.0,,,1.0,,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293026.0,"B-PILLAR PANEL,CHARCOAL LH LOWER",1.0,EJOHAN35,VPC83791 US,0.0,BPTQA,8512,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293027.0,"B-PILLAR PANEL,CHARCOAL RH LOWER",1.0,EJOHAN35,VPC83791 US,0.0,AEU57,8512,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,8754680.0,HOT MELT ADHESIVE,0.035,LPERSS40,"New glue and new part number, VPC80416",0.0,AEBBZ,8554,115
V536,2,ART INTERIOR TRIM AND SYSTEMS,32366841.0,ABSORBER REAR WHEEL HOUSING RH,1.0,TEDSTROM,22w25 VPC85770_ Replacing 32288563 with 32366841 in V536,0.0,,8994,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32130379.0,INSULATION REAR WHEEL HOUSING RH,1.0,TEDSTROM,VPC70055 V1 Status,0.0,AERVU,8994,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32241833.0,FOAM BLOCK REAR FLOOR LUGGAGE REAR,1.0,MCAMBRA1,VPC78626,0.0,,8994,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32262754.0,"FLOOR CARPET,CHARCOAL REAR 3:D ROW",1.0,MCAMBRA1,VPC85832 - Recycled Material upcost due to raw material increase,0.0,AERVU,8552,110
V536,2,ART INTERIOR TRIM AND SYSTEMS,30624156.0,"SEMS SCREW M8*20*22,25 MATHREAD",4.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,8844,010
V536,2,ART INTERIOR TRIM AND SYSTEMS,32130378.0,INSULATION REAR WHEEL HOUSING LH,1.0,TEDSTROM,VPC70055 V1 Status,0.0,AERVU,8994,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32288522.0,ABSORBER B-PILLAR,2.0,MCAMBRA1,VPC79531 21w49,0.0,,8994,120
V536,2,ART INTERIOR TRIM AND SYSTEMS,32310013.0,BRACKET LOAD RETENTION EYE LH,1.0,OANDER23,Price imported from program,0.0,,8844,010
V536,2,ART INTERIOR TRIM AND SYSTEMS,32357624.0,FOOT REST,1.0,TEDSTROM,21w38 MaxBom update,0.0,,8552,210
V536,2,ART INTERIOR TRIM AND SYSTEMS,32332663.0,FOAM BLOCK LH REAR,1.0,MCAMBRA1,VPC78626,0.0,AEXWW,8552,210
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293130.0,"SIDE PANEL,CHARCOAL LH REAR",1.0,HTENGBLA,DCM 22w24 - VPC79455 ESOW-FDJ update,0.0,AEYHT,8553,140
V536,2,ART INTERIOR TRIM AND SYSTEMS,32296245.0,"CARPET KIT,CHARCOAL",1.0,MCAMBRA1,22w19 VPC79844 FDJ,0.0,,8552,170
V536,2,ART INTERIOR TRIM AND SYSTEMS,32332664.0,FOAM BLOCK RH REAR,1.0,MCAMBRA1,VPC78626,0.0,AEXWW,8552,210
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293132.0,"SIDE PANEL,CHARCOAL SOLIDRH",1.0,HTENGBLA,DCM 22w24 - VPC79455 ESOW-FDJ update,0.0,AEYHT,8553,140
V536,2,ART INTERIOR TRIM AND SYSTEMS,,FOOT REST,0.0,SYSTEM,Price imported from SI+/epic,1.0,BHFCA,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32241961.0,INSULATION TUNNEL,1.0,TEDSTROM,VPC70055 V1 Status,0.0,,8994,020
V536,2,ART INTERIOR TRIM AND SYSTEMS,,LID,0.0,SYSTEM,Price imported from SI+/epic,1.0,BHFCA,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32352041.0,LIGHT GUIDE LH FRONT,1.0,HRONNING,QOP Signed,0.0,,3540,095
V536,2,ART INTERIOR TRIM AND SYSTEMS,32352042.0,LIGHT GUIDE RH FRONT,1.0,HRONNING,QOP Signed,0.0,,3540,096
V536,2,ART INTERIOR TRIM AND SYSTEMS,32352043.0,LIGHT GUIDE LH REAR,1.0,HRONNING,QOP Signed,0.0,,3540,097
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293122.0,"COVER,CHARCOAL SOLID LH ATTACHING PLATE",1.0,JPERSS52,VPC81456 FDJ Belt cover plate,0.0,AEH47,8553,140
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293123.0,"COVER,CHARCOAL SOLID RH ATTACHING PLATE",1.0,JPERSS52,VPC81456 FDJ Belt cover plate,0.0,AEH47,8553,140
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293127.0,"SILL MOULDING,CHARCOAL METAL",1.0,MCAMBRA1,VPC78354 – ATM 22w28 – added bigger metal inlays and absorbers,0.0,AEU57,8553,055
V536,2,ART INTERIOR TRIM AND SYSTEMS,32289200.0,LAMP,1.0,HRONNING,QOP signed,0.0,,3540,072
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293129.0,"SIDE PANEL,CHARCOAL SOLIDLH",1.0,HTENGBLA,DCM 22w24 - VPC79455 ESOW-FDJ update,0.0,AEYHT,8553,140
V536,2,ART INTERIOR TRIM AND SYSTEMS,,PUSH NUT T5 / M5,0.0,SYSTEM,Price imported from SI+/epic,4.0,D3M0A,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,982612.0,"RETAINER 7,8",2.0,HTENGBLA,MaxBom first publish,2.0,B4V0A,8512,060
V536,2,ART INTERIOR TRIM AND SYSTEMS,32289038.0,"SUN VISOR,CHARCOAL SOLID LH",1.0,XJI,VPC87001,0.0,K4STA,8822,010
V536,2,ART INTERIOR TRIM AND SYSTEMS,,DIRT COVER LH FRONT,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEED8,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32289039.0,"SUN VISOR,CHARCOAL SOLID RH",1.0,XJI,VPC87001,0.0,K4STA,8822,010
V536,2,ART INTERIOR TRIM AND SYSTEMS,32314597.0,BRACKET UPPER RH,1.0,CWILDERO,VPC79088 - DCM/ATM W40,0.0,,8512,060
V536,2,ART INTERIOR TRIM AND SYSTEMS,,CLIP 8 MM,0.0,SYSTEM,Price imported from SI+/epic,2.0,BQ1LA,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293092.0,"PANEL,CHARCOAL WINDOW FRAME LH",1.0,HTENGBLA,VPC85697 - Batman 2.0 clips DCM/ATM 22w49,0.0,AEU57,8553,035
V536,2,ART INTERIOR TRIM AND SYSTEMS,32133628.0,ABSORBER REAR SIDE LUGGAGE RH,1.0,TEDSTROM,VPC70055 V1 Status,0.0,AERVU,8994,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293093.0,"PANEL,CHARCOAL WINDOW FRAME RH",1.0,HTENGBLA,VPC85697 - Batman 2.0 clips DCM/ATM 22w49,0.0,AEU57,8553,035
V536,2,ART INTERIOR TRIM AND SYSTEMS,32133627.0,ABSORBER REAR SIDE LUGGAGE LH,1.0,TEDSTROM,VPC70055 V1 Status,0.0,AERVU,8994,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293094.0,"PANEL,CHARCOAL TRUNK LID LOWER",1.0,HTENGBLA,VPC85697 - Batman 2.0 clips DCM/ATM 22w49,0.0,AEU57,8553,035
V536,2,ART INTERIOR TRIM AND SYSTEMS,32314596.0,BRACKET UPPER LH,1.0,CWILDERO,VPC79088 - DCM/ATM W40,0.0,,8512,060
V536,2,ART INTERIOR TRIM AND SYSTEMS,,"READING LAMP,BLOND RH, RGBY MOOD",0.0,SYSTEM,Price imported from SI+/epic,1.0,AD7AW,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,,SIX POINT SOCKET SCREW PF4*12,0.0,SYSTEM,Price imported from SI+/epic,5.0,AEKIF,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32332647.0,FOAM BLOCK LH 3:E ROW,1.0,MCAMBRA1,VPC78626,0.0,AEXWW,8552,210
V536,2,ART INTERIOR TRIM AND SYSTEMS,32332648.0,FOAM BLOCK RH 3:E ROW,1.0,MCAMBRA1,VPC78626,0.0,AEXWW,8552,210
V536,2,ART INTERIOR TRIM AND SYSTEMS,,"TOP COVER,BLOND SUN VISOR",0.0,SYSTEM,Price imported from SI+/epic,2.0,R7WM3,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32367746.0,ABSORBER NVH,2.0,RCHAMORE,New part,0.0,,8554,042
V536,2,ART INTERIOR TRIM AND SYSTEMS,31322864.0,"LID,CHARCOAL SIDE PANEL",1.0,HTENGBLA,DCM 22w24 - VPC79455 ESOW-FDJ update,0.0,AEYHT,8553,140
V536,2,ART INTERIOR TRIM AND SYSTEMS,986135.0,"SIX POINT SOCKET SCREW ST4,8*19",6.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,8553,140
V536,2,ART INTERIOR TRIM AND SYSTEMS,32291219.0,INSULATION FLOOR REAR LUGGAGE,1.0,TEDSTROM,VPC70055 V1 Status,0.0,AERVU,8994,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,,LOCAL PARAMETERS OHC,0.0,,,1.0,,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32130720.0,"LOAD NET ATTACHMENT,CHARCRH",2.0,DSTROMNE,C/O sourcing V536 STM21w46,0.0,ETRBA,8554,170
V536,2,ART INTERIOR TRIM AND SYSTEMS,32241900.0,ABSORBER REAR WHEEL HOUSING LH,1.0,MCAMBRA1,VPC79531 21w49,0.0,,8994,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32366267.0,CHASSIS OVERHEAD CONSOLE,1.0,IDAHLBER,Updated from Estimate to Contract,0.0,,3540,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,32288798.0,DIRT COVER LH FRONT,1.0,MCAMBRA1,Sourcing 22w23,0.0,AEED8,8552,170
V536,2,ART INTERIOR TRIM AND SYSTEMS,32273193.0,IMPACT ABSORBER SUN VISOR RH,1.0,PLILJEVI,VPC80105,0.0,AES9N,8554,115
V536,2,ART INTERIOR TRIM AND SYSTEMS,32273196.0,IMPACT ABSORBER A-PILLAR LH,1.0,PLILJEVI,VPC80105,0.0,AES9N,8554,115
V536,2,ART INTERIOR TRIM AND SYSTEMS,32401073.0,RETAINER HOOK,11.0,CZHENG11,PN change and follow the part price,0.0,,8554,042
V536,2,ART INTERIOR TRIM AND SYSTEMS,,CLIP HOSE 8 MM,0.0,SYSTEM,Price imported from SI+/epic,6.0,BQ1LA,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32273192.0,IMPACT ABSORBER SUN VISOR LH,1.0,PLILJEVI,VPC80105,0.0,AES9N,8554,115
V536,2,ART INTERIOR TRIM AND SYSTEMS,8752741.0,HOT MELT ADHESIVE,0.017,SYSTEM,Price imported from SI+/epic,0.11,AEBBZ,3540,600
V536,2,ART INTERIOR TRIM AND SYSTEMS,32273197.0,IMPACT ABSORBER A-PILLAR RH,1.0,PLILJEVI,VPC80105,0.0,AES9N,8554,115
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293100.0,"LOAD FLOOR,CHARCOAL REAR",1.0,AGHEISAR,VPC89140-ATMLog22w40-Part Price decreased due to cheaper strap,0.0,AEYHT,8556,010
V536,2,ART INTERIOR TRIM AND SYSTEMS,,SEMS SCREW M6*25,0.0,SYSTEM,Price Imported from SI+/Epic,8.0,AEKIF,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,,VELCRO FASTENER,0.0,SYSTEM,Price imported from SI+/epic,2.0,AECA3,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32226341.0,"CLOTHES HOOK,CHARCOAL RH",1.0,DSTROMNE,Price imported from program,0.0,R7WMW,8554,200
V536,2,ART INTERIOR TRIM AND SYSTEMS,32226340.0,"CLOTHES HOOK,CHARCOAL LH",1.0,DSTROMNE,Price imported from program,0.0,R7WMW,8554,200
V536,2,ART INTERIOR TRIM AND SYSTEMS,32384253.0,BLOCK 100X30X30,2.0,TEDSTROM,22w17 Replacied 32332109 by 32384253 in V536,0.0,,8552,210
V536,2,ART INTERIOR TRIM AND SYSTEMS,30640816.0,SEMS SCREW M5*20,2.0,SYSTEM,Price imported from SI+/epic,4.0,AEKIF,8554,151
V536,2,ART INTERIOR TRIM AND SYSTEMS,,"OVERHEAD CONSOLE LENS,BLO",0.0,SYSTEM,Price imported from SI+/epic,1.0,AD7AW,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,,"CABLE TIE 1,5-50 MM",0.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIX,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32288202.0,"HEADLINING,CHARCOAL W PANORAMA ROOF",1.0,PLILJEVI,VPC80844,0.0,R7WMY,8554,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,,"RETAINER 8,25*1,45",0.0,KANTAN,Intial Published Price Copied from Factory 36,2.0,BQ1LA,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,,SEALING PLATE RECTANGULAR,0.0,SYSTEM,Price imported from SI+/epic,2.0,AERZQ,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,,SEALING PLATE DISC 35,0.0,SYSTEM,Price imported from SI+/epic,2.0,AERZQ,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,,"LOAD RETENTION EYE,CHARCO",0.0,,,4.0,,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32353349.0,COVER PANEL UNDER SEAT,1.0,AGHEISAR,ATM log 22w28: VPC75186 – FDJ negotiations finalized,0.0,,8556,010
V536,2,ART INTERIOR TRIM AND SYSTEMS,30624357.0,SEMS SCREW M6*20,8.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,8844,010
V536,2,ART INTERIOR TRIM AND SYSTEMS,30622739.0,SIX POINT SOCKET SCREW PF5*16,2.0,SYSTEM,Price imported from SI+/epic,0.0,D07FD,8512,050
V536,2,ART INTERIOR TRIM AND SYSTEMS,32273201.0,IMPACT ABSORBER REAR ROOF MEMBER RH,1.0,PLILJEVI,VPC80105,0.0,AES9N,8554,115
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293294.0,"C-PILLAR PANEL,CHARCOAL LH UPPER",1.0,SKARLS48,VPC79006,0.0,AEU57,8512,050
V536,2,ART INTERIOR TRIM AND SYSTEMS,32332344.0,RETAINER LOOP1 / SLIDE,2.0,DSTROMNE,Price imported from program,0.0,AE1RA,8554,042
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293295.0,"C-PILLAR PANEL,CHARCOAL RH UPPER",1.0,SKARLS48,VPC79006,0.0,AEU57,8512,050
V536,2,ART INTERIOR TRIM AND SYSTEMS,32332345.0,RETAINER HOOK / CLIP,2.0,DSTROMNE,Price imported from program,0.0,AE1RA,8554,151
V536,2,ART INTERIOR TRIM AND SYSTEMS,32332501.0,RETAINER LOOP1,1.0,DSTROMNE,Missing in MaxBom,0.0,AE1RA,8554,151
V536,2,ART INTERIOR TRIM AND SYSTEMS,32291033.0,INSULATION INNER DASH,1.0,TEDSTROM,VPC70055 V1 Status,0.0,AERVU,8994,020
V536,2,ART INTERIOR TRIM AND SYSTEMS,32241493.0,"OVERHEAD CONSOLE,CHARCOAL",1.0,IDAHLBER,VPC78101 Cr6,0.0,,3540,030
V536,2,ART INTERIOR TRIM AND SYSTEMS,32273200.0,IMPACT ABSORBER REAR ROOF MEMBER LH,1.0,PLILJEVI,VPC80105,0.0,AES9N,8554,115
V536,2,ART INTERIOR TRIM AND SYSTEMS,32288022.0,"FLOOR CARPET,CHARCOAL LH FRONT",1.0,MCAMBRA1,VPC85832 - Recycled Material upcost due to raw material increase,0.0,AERVU,8552,015
V536,2,ART INTERIOR TRIM AND SYSTEMS,32366756.0,"READING LAMP,CHARCOAL SOLREAR RIGHT",1.0,IDAHLBER,VPC80946 Optimize Reading lamp light position,0.0,,3540,060
V536,2,ART INTERIOR TRIM AND SYSTEMS,32288024.0,"FLOOR CARPET,CHARCOAL RH FRONT",1.0,MCAMBRA1,VPC85832 - Recycled Material upcost due to raw material increase,0.0,AERVU,8552,015
V536,2,ART INTERIOR TRIM AND SYSTEMS,32366759.0,LOCAL PARAMETERS OHC,1.0,,,0.0,,3540,032
V536,2,ART INTERIOR TRIM AND SYSTEMS,32366754.0,"READING LAMP,CHARCOAL SOLREAR LEFT",1.0,IDAHLBER,VPC80946 Optimize Reading lamp light position ,0.0,,3540,060
V536,2,ART INTERIOR TRIM AND SYSTEMS,32289196.0,LAMP,1.0,HRONNING,QOP Signed,0.0,,3540,047
V536,2,ART INTERIOR TRIM AND SYSTEMS,32332909.0,IMPACT ABSORBER FRONT ROOF MEMBER LH PANO,1.0,PLILJEVI,VPC80105,0.0,AES9N,8554,115
V536,2,ART INTERIOR TRIM AND SYSTEMS,30624362.0,"FLANGE SCREW M6*16*19,3 MATHREAD",2.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,8512,060
V536,2,ART INTERIOR TRIM AND SYSTEMS,32366761.0,LOCAL PARAMETERS OHC,1.0,,,0.0,,3540,033
V536,2,ART INTERIOR TRIM AND SYSTEMS,32130384.0,INSULATION FLOOR FRONT LUGGAGE,1.0,TEDSTROM,VPC70055 V1 Status,0.0,AERVU,8994,040
V536,2,ART INTERIOR TRIM AND SYSTEMS,31109340.0,CLIP,2.0,SYSTEM,Price imported from SI+/epic,0.0,BQ1LA,8512,060
V536,2,ART INTERIOR TRIM AND SYSTEMS,31448412.0,PROTECTION TAPE B=50,0.5,SYSTEM,Price imported from SI+/epic,0.55,BJRAB,8552,200
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293061.0,"BELT GUIDE,CHARCOAL LH",1.0,CWILDERO,VPC79126 - ATM/DCM W40 Vega,0.0,AEU57,8512,070
V536,2,ART INTERIOR TRIM AND SYSTEMS,39796755.0,"LOAD RETENTION EYE,CHARCO",4.0,SYSTEM,Price imported from SI+/epic,0.0,BQ9CF,8844,010
V536,2,ART INTERIOR TRIM AND SYSTEMS,,RETAINER VELCRO FASTENER 15,0.0,SYSTEM,Price imported from SI+/epic,2.0,AECA3,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293062.0,"BELT GUIDE,CHARCOAL RH",1.0,CWILDERO,VPC79126 - ATM/DCM W40 Vega,0.0,AEU57,8512,070
V536,2,ART INTERIOR TRIM AND SYSTEMS,32293041.0,"SILL MOULDING,CHARCOAL REAR RH",1.0,EJOHAN35,VPC83791 US,0.0,AEU57,8552,205
V536,2,ART INTERIOR TRIM AND SYSTEMS,32275478.0,"READING LAMP,CHARCOAL SOL3RD ROW RH",1.0,IDAHLBER,VPC80946 Optimize Reading lamp light position,0.0,,3540,061
V536,2,ART INTERIOR TRIM AND SYSTEMS,32332910.0,IMPACT ABSORBER FRONT ROOF MEMBER RH PANO,1.0,PLILJEVI,VPC80105,0.0,AES9N,8554,115
V536,2,ART INTERIOR TRIM AND SYSTEMS,32130719.0,"LOAD NET ATTACHMENT,CHARCLH",2.0,DSTROMNE,C/O sourcing V536 STM21w46,0.0,ETRBA,8554,170
V536,2,ART INTERIOR TRIM AND SYSTEMS,32275477.0,"READING LAMP,CHARCOAL SOL3RD ROW LH",1.0,IDAHLBER,VPC80946 Optimize Reading lamp light position,0.0,,3540,061
V536,2,ART INTERIOR TRIM AND SYSTEMS,,LOCAL PARAMETERS OHC,0.0,,,1.0,,null,null
V536,2,ART INTERIOR TRIM AND SYSTEMS,,"SUPPORT BEARING,BLOND",0.0,SYSTEM,Price imported from SI+/epic,2.0,K4STA,null,null
